RV,SENTIMENT_tweet,Polarity,SADNESS_tweet,JOY_tweet,FEAR_tweet,DISGUST_tweet,ANGER_tweet
Slightly Unacceptable,-0.47046,2,0.15917,0.182747,0.035265,0.516771,0.310808
Unacceptable,-0.613731,1,0.567447,0.002479,0.235507,0.124338,0.203583
Acceptable,0.686068,5,0.286251,0.491756,0.032032,0.031336,0.062098
Slightly Acceptable,0.435706,5,0.171548,0.05917,0.093661,0.185259,0.177629
Slightly Acceptable,0,3,0.191409,0.1578,0.079421,0.45624,0.233685
Unacceptable,-0.603272,2,0.166905,0.039862,0.123453,0.077214,0.231355
Slightly Acceptable,0,3,0.148476,0.071506,0.066289,0.0875,0.180838
Unacceptable,-0.794298,2,0.35214,0.503421,0.107913,0.036575,0.062044
Slightly Unacceptable,-0.305292,2,0.220981,0.064731,0.10209,0.665905,0.190187
Slightly Acceptable,0,5,0.184338,0.768619,0.020508,0.01501,0.019619
Slightly Acceptable,0.34439,5,0.456747,0.309166,0.049163,0.150026,0.117608
Unacceptable,-0.722635,1,0.452822,0.004834,0.116899,0.464024,0.331074
Slightly Acceptable,0,1,0.330576,0.110759,0.043088,0.525135,0.246058
Unacceptable,-0.555126,2,0.262845,0.316349,0.057255,0.432184,0.082745
Slightly Unacceptable,-0.498601,2,0.658239,0.007311,0.107735,0.23978,0.298338
Unacceptable,-0.8568,2,0.075456,0.003698,0.08509,0.580542,0.612446
Slightly Unacceptable,-0.487466,2,0.314631,0.099749,0.047686,0.507392,0.34061
Unacceptable,-0.854383,1,0.649464,0.036564,0.057206,0.106522,0.045663
Slightly Acceptable,0,3,0.080036,0.762381,0.062367,0.051473,0.023513
Unacceptable,-0.717193,1,0.139732,0.020767,0.788417,0.234954,0.090651
Acceptable,0.656868,5,0.15657,0.292541,0.106524,0.457051,0.130993
Slightly Unacceptable,-0.388417,2,0.393026,0.005021,0.086351,0.437711,0.458545
Slightly Unacceptable,-0.493305,2,0.422807,0.008621,0.073228,0.191821,0.380164
Slightly Acceptable,0,3,0.356125,0.197836,0.036198,0.528437,0.036782
Slightly Unacceptable,-0.298986,2,0.216588,0.623265,0.041647,0.116075,0.042811
Slightly Acceptable,0,3,0.180619,0.457605,0.192284,0.155375,0.080947
Unacceptable,-0.600697,1,0.57537,0.086023,0.260304,0.25813,0.044569
Slightly Acceptable,0,5,0.034604,0.720206,0.022158,0.235704,0.007869
Slightly Unacceptable,-0.43243,2,0.378214,0.017564,0.088985,0.601854,0.239736
Unacceptable,-0.534165,1,0.28577,0.034198,0.033798,0.687575,0.252624
Slightly Acceptable,0,5,0.556537,0.229694,0.160319,0.127214,0.04653
Slightly Unacceptable,-0.399261,1,0.056823,0.298521,0.016559,0.567234,0.167687
Slightly Acceptable,0,2,0.184049,0.082226,0.146624,0.234649,0.064519
Unacceptable,-0.512721,2,0.135063,0.488677,0.025965,0.390059,0.03722
Unacceptable,-0.890357,1,0.735854,0.019164,0.051431,0.328162,0.124627
Slightly Acceptable,0,3,0.212078,0.351698,0.145035,0.386029,0.029923
Slightly Acceptable,0,5,0.533163,0.249377,0.1593,0.094417,0.063982
Slightly Acceptable,0,3,0.216525,0.084354,0.315308,0.268449,0.407985
Slightly Unacceptable,-0.475669,2,0.21127,0.057668,0.11835,0.430156,0.519445
Slightly Unacceptable,-0.400112,2,0.33742,0.209186,0.016862,0.063222,0.158578
Slightly Unacceptable,-0.321787,2,0.328671,0.10592,0.199238,0.275691,0.033572
Unacceptable,-0.771017,2,0.471034,0.078077,0.187499,0.345738,0.219954
Slightly Unacceptable,-0.443642,2,0.541849,0.012981,0.128134,0.390874,0.298594
Slightly Unacceptable,-0.400686,2,0.301397,0.026244,0.101607,0.685623,0.175705
Acceptable,0.675979,5,0.262899,0.297152,0.113745,0.198837,0.179698
Unacceptable,-0.689402,2,0.204569,0.000341,0.19104,0.228118,0.325103
Unacceptable,-0.508131,2,0.156951,0.12297,0.13039,0.678056,0.080101
Slightly Unacceptable,-0.476491,2,0.223239,0.360606,0.015595,0.527718,0.00449
Unacceptable,-0.738253,1,0.372505,0.091013,0.070114,0.55229,0.139549
Unacceptable,-0.778265,2,0.46835,0.019087,0.114818,0.619943,0.098474
Acceptable,0.795033,5,0.332903,0.571424,0.081313,0.022709,0.036421
Slightly Acceptable,0,3,0.404685,0.364328,0.195832,0.082909,0.076531
Unacceptable,-0.504765,2,0.207989,0.537165,0.057187,0.16769,0.103851
Slightly Acceptable,0,5,0.683632,0.095468,0.076043,0.063067,0.123736
Unacceptable,-0.803717,2,0.255955,0.006085,0.129256,0.577531,0.418849
Acceptable,0.975568,5,0.038223,0.834552,0.003744,0.129444,0.017304
Unacceptable,-0.833875,1,0.391077,0.333891,0.069742,0.210627,0.138916
Unacceptable,-0.542989,1,0.380262,0.071312,0.21301,0.219591,0.396522
Slightly Unacceptable,-0.408614,2,0.371213,0.100362,0.165077,0.386628,0.120424
Acceptable,0.5114,5,0.032832,0.727507,0.021951,0.218633,0.007315
Acceptable,0.728484,5,0.061172,0.795398,0.028296,0.059895,0.084132
Slightly Unacceptable,-0.34427,2,0.136364,0.047823,0.052078,0.38361,0.176501
Unacceptable,-0.55686,2,0.17096,0.373871,0.189848,0.069803,0.144237
Acceptable,0.79957,5,0.048285,0.714848,0.161854,0.024517,0.031649
Unacceptable,-0.534801,1,0.451366,0.022389,0.300525,0.485037,0.067272
Unacceptable,-0.550253,2,0.321759,0.018809,0.179559,0.15745,0.635943
Acceptable,0.737779,5,0.027288,0.910191,0.020328,0.017634,0.025762
Unacceptable,-0.742595,1,0.451441,0.015269,0.156246,0.422861,0.336992
Slightly Acceptable,0,5,0.650033,0.161165,0.065102,0.145134,0.129545
Acceptable,0.757303,5,0.226627,0.406653,0.068098,0.292895,0.032504
Unacceptable,-0.529369,2,0.082024,0.447788,0.04401,0.522673,0.018177
Acceptable,0.753604,3,0.062943,0.5839,0.135619,0.188737,0.111009
Acceptable,0.753604,3,0.062943,0.5839,0.135619,0.188737,0.111009
Acceptable,0.570232,3,0.062943,0.5839,0.135619,0.188737,0.111009
Unacceptable,-0.915809,2,0.655576,0.001404,0.090027,0.222944,0.364793
Slightly Acceptable,0.450273,5,0.16729,0.47317,0.171116,0.243378,0.021887
Acceptable,0.953948,5,0.02088,0.893209,0.028425,0.029934,0.013563
Unacceptable,-0.549687,2,0.059207,0.474409,0.01334,0.420205,0.04444
Acceptable,0.803899,5,0.017425,0.848597,0.035436,0.028831,0.018856
Slightly Acceptable,0,5,0.279381,0.315924,0.059284,0.370386,0.046641
Unacceptable,-0.77065,1,0.583206,0.167782,0.021732,0.345705,0.061054
Unacceptable,-0.720174,1,0.107585,0.656874,0.096259,0.115829,0.0843
Acceptable,0.510156,5,0.078948,0.818724,0.013631,0.089901,0.015414
Unacceptable,-0.761287,1,0.450071,0.205541,0.040869,0.379854,0.029102
Slightly Acceptable,0,5,0.067012,0.81035,0.027197,0.072881,0.022297
Unacceptable,-0.772338,1,0.159012,0.038168,0.680966,0.345949,0.113319
Slightly Acceptable,0,5,0.4964,0.295968,0.03521,0.154516,0.183503
Unacceptable,-0.863168,1,0.463742,0.00542,0.12136,0.589048,0.08857
Unacceptable,-0.524786,2,0.324086,0.13522,0.04519,0.526787,0.193917
Acceptable,0.918761,5,0.074509,0.887928,0.010557,0.009988,0.017437
Unacceptable,-0.732095,1,0.219362,0.3896,0.179035,0.281767,0.081596
Slightly Acceptable,0,3,0.093657,0.794593,0.029423,0.047181,0.022852
Unacceptable,-0.932819,2,0.56654,0.006604,0.113832,0.502123,0.145712
Unacceptable,-0.622768,2,0.578478,0.067047,0.168265,0.271344,0.22118
Slightly Acceptable,0,2,0.283511,0.414462,0.032778,0.226054,0.096134
Unacceptable,-0.568678,1,0.07438,0.132975,0.51071,0.087556,0.483169
Slightly Unacceptable,-0.400154,2,0.457129,0.02402,0.081501,0.443791,0.352372
Slightly Acceptable,0,2,0.715157,0.024242,0.147037,0.308374,0.114095
Acceptable,0.645459,5,0.258785,0.247461,0.013849,0.49971,0.027226
Unacceptable,-0.552971,2,0.182715,0.050416,0.036817,0.813873,0.135218
Slightly Acceptable,0,5,0.391038,0.47167,0.087523,0.061402,0.067842
Slightly Acceptable,0,1,0.151466,0.126121,0.034469,0.746301,0.141634
Unacceptable,-0.636187,2,0.441909,0.287142,0.031004,0.114901,0.128959
Slightly Acceptable,0,5,0.170021,0.688834,0.128827,0.037177,0.023953
Slightly Unacceptable,-0.465405,2,0.268193,0.328126,0.087091,0.265747,0.237041
Unacceptable,-0.73854,1,0.081823,0.349401,0.077515,0.354508,0.293607
Unacceptable,-0.587908,2,0.397776,0.182765,0.18731,0.297791,0.203522
Acceptable,0.950439,5,0.120294,0.772347,0.012373,0.095565,0.026279
Unacceptable,-0.895926,1,0.845069,0.023178,0.144382,0.108015,0.068339
Slightly Acceptable,0,5,0.199421,0.679198,0.090201,0.035586,0.033051
Acceptable,0.875634,5,0.182182,0.640354,0.032543,0.124539,0.064018
Acceptable,0.677147,5,0.331372,0.021248,0.073879,0.597906,0.316469
Acceptable,0.740322,3,0.117702,0.636084,0.056916,0.185267,0.062268
Unacceptable,-0.965179,2,0.30865,0.030311,0.395007,0.534817,0.068349
Unacceptable,-0.842612,1,0.58978,0.038162,0.188316,0.102279,0.348952
Unacceptable,-0.926071,2,0.276121,0.054369,0.074231,0.358964,0.529998
Slightly Acceptable,0,5,0.333142,0.555514,0.114381,0.030268,0.021956
Unacceptable,-0.509061,2,0.207971,0.533472,0.057193,0.168717,0.112616
Slightly Acceptable,0,5,0.208578,0.610221,0.194765,0.028121,0.029429
Unacceptable,-0.929602,1,0.472436,0.012031,0.069899,0.593119,0.175157
Unacceptable,-0.625984,2,0.888546,0.041983,0.082434,0.083464,0.034377
Acceptable,0.654449,5,0.303223,0.471896,0.101692,0.145888,0.02956
Unacceptable,-0.607951,1,0.436337,0.07584,0.053252,0.43677,0.319213
Slightly Acceptable,0,1,0.12557,0.047396,0.014433,0.536003,0.554068
Slightly Acceptable,0,2,0.090599,0.628546,0.014213,0.174191,0.014328
Slightly Acceptable,0,5,0.194912,0.666624,0.113214,0.04918,0.022714
Slightly Acceptable,0,3,0.32027,0.390011,0.139917,0.098153,0.051332
Acceptable,0.587537,5,0.031046,0.927567,0.019145,0.011945,0.008484
Acceptable,0.79957,5,0.048285,0.714848,0.161854,0.024517,0.031649
Slightly Unacceptable,-0.397437,2,0.514225,0.127836,0.062476,0.324621,0.227164
Unacceptable,-0.614877,1,0.141523,0.170392,0.017856,0.678757,0.167771
Acceptable,0.703432,5,0.180048,0.535355,0.004213,0.342047,0.009446
Slightly Acceptable,0,5,0.439354,0.132602,0.143418,0.470521,0.040403
Acceptable,0.869916,5,0.160909,0.562652,0.039904,0.20554,0.05003
Acceptable,0.871548,5,0.201708,0.391531,0.029535,0.445387,0.016052
Acceptable,0.58657,5,0.279378,0.53186,0.038491,0.096498,0.039445
Acceptable,0.716637,5,0.06703,0.890184,0.011434,0.023122,0.01311
Unacceptable,-0.641978,1,0.398301,0.004817,0.149252,0.486381,0.336126
Unacceptable,-0.632362,1,0.1211,0.734337,0.011355,0.053675,0.131593
Slightly Acceptable,0,5,0.627053,0.147842,0.064517,0.062885,0.154522
Slightly Acceptable,0,2,0.378108,0.424156,0.016396,0.112476,0.035764
Slightly Unacceptable,-0.373763,2,0.518494,0.037903,0.073757,0.492413,0.166458
Unacceptable,-0.633854,1,0.113255,0.078227,0.05239,0.681067,0.341257
Acceptable,0.848951,3,0.034852,0.82541,0.065902,0.048553,0.020721
Unacceptable,-0.568522,2,0.368378,0.372487,0.118281,0.134584,0.104729
Slightly Acceptable,0.436963,5,0.11823,0.585606,0.117946,0.166528,0.071206
Slightly Unacceptable,-0.462027,1,0.432375,0.037377,0.144923,0.525521,0.119998
Unacceptable,-0.725013,1,0.302759,0.029522,0.362286,0.33484,0.065248
Unacceptable,-0.921521,2,0.124093,0.001335,0.09275,0.64878,0.475982
Acceptable,0.599037,5,0.466859,0.337126,0.041321,0.146355,0.058895
Acceptable,0.742838,5,0.038612,0.911791,0.006662,0.01374,0.011646
Unacceptable,-0.52701,1,0.514393,0.054047,0.163578,0.447531,0.054245
Unacceptable,-0.791283,1,0.70593,0.053748,0.094341,0.35086,0.01668
Acceptable,0.586866,5,0.043323,0.804057,0.052356,0.045279,0.022843
Slightly Unacceptable,-0.452502,2,0.172234,0.318245,0.016648,0.527318,0.140716
Unacceptable,-0.82043,1,0.526676,0.039109,0.212454,0.438731,0.116994
Unacceptable,-0.564111,2,0.470343,0.128388,0.109286,0.037408,0.216813
Slightly Acceptable,0,3,0.266178,0.017164,0.048698,0.063541,0.068439
Slightly Acceptable,0,3,0.200563,0.159805,0.130672,0.101298,0.108075
Slightly Acceptable,0,3,0.200563,0.159805,0.130672,0.101298,0.108075
Acceptable,0.952335,5,0.093136,0.817276,0.01436,0.038148,0.047004
Unacceptable,-0.789984,2,0.764115,0.011609,0.082675,0.219342,0.178204
Slightly Acceptable,0,2,0.268535,0.018783,0.036245,0.149715,0.664382
Slightly Acceptable,0,1,0.140411,0.139135,0.033248,0.604689,0.225118
Slightly Acceptable,0,5,0.262539,0.57306,0.073082,0.016066,0.021975
Acceptable,0.8822,5,0.144725,0.60543,0.040147,0.038458,0.121208
Slightly Unacceptable,-0.487534,2,0.071857,0.042477,0.04959,0.035613,0.24883
Slightly Acceptable,0,3,0.113653,0.241237,0.038424,0.023738,0.295019
Unacceptable,-0.989885,1,0.255437,0.024034,0.16138,0.048773,0.494541
Unacceptable,-0.909762,1,0.240178,0.348882,0.158883,0.095772,0.029207
Unacceptable,-0.577471,2,0.10885,0.007703,0.712434,0.260848,0.201184
Unacceptable,-0.849259,1,0.765932,0.00489,0.131501,0.181603,0.217759
Acceptable,0.521453,5,0.722993,0.158451,0.077869,0.071442,0.07629
Slightly Acceptable,0,2,0.569688,0.025057,0.356054,0.13828,0.204838
Slightly Unacceptable,-0.310995,3,0.049365,0.053136,0.050677,0.103652,0.240229
Unacceptable,-0.910249,2,0.060807,0.519165,0.085311,0.366509,0.062655
Unacceptable,-0.977564,1,0.772811,0.003781,0.215538,0.057294,0.224863
Unacceptable,-0.873459,1,0.777872,0.008397,0.227591,0.177185,0.108071
Slightly Acceptable,0,3,0.581534,0.073801,0.115664,0.077105,0.115731
Acceptable,0.753604,3,0.028299,0.534145,0.192214,0.055743,0.210008
Acceptable,0.738656,3,0.0155,0.659956,0.1039,0.012586,0.037206
Acceptable,0.799097,3,0.005851,0.532312,0.043352,0.007236,0.010551
Acceptable,0.697852,3,0.01146,0.776288,0.073351,0.007042,0.022142
Acceptable,0.87933,3,0.046567,0.820826,0.079309,0.00716,0.018216
Acceptable,0.753604,3,0.011666,0.774032,0.074495,0.006983,0.021713
Acceptable,0.753604,3,0.011666,0.774032,0.074495,0.006983,0.021713
Acceptable,0.711096,3,0.034966,0.602358,0.047439,0.014223,0.063431
Acceptable,0.798975,3,0.01146,0.776288,0.073351,0.007042,0.022142
Acceptable,0.776842,3,0.015026,0.762491,0.077049,0.01044,0.020964
Acceptable,0.767578,3,0.036378,0.768647,0.117495,0.020609,0.024745
Acceptable,0.767176,3,0.021104,0.684387,0.074453,0.01401,0.034292
Acceptable,0.718157,3,0.01146,0.776288,0.073351,0.007042,0.022142
Acceptable,0.729716,3,0.01146,0.776288,0.073351,0.007042,0.022142
Acceptable,0.695438,3,0.102678,0.653725,0.086191,0.01536,0.049981
Acceptable,0.798975,3,0.036063,0.707859,0.051577,0.005782,0.026768
Acceptable,0.718263,3,0.03616,0.455078,0.042656,0.238255,0.020287
Acceptable,0.790511,3,0.011902,0.770515,0.076163,0.006924,0.0212
Acceptable,0.902628,3,0.019182,0.731154,0.157831,0.033109,0.068736
Acceptable,0.753604,3,0.01146,0.776288,0.073351,0.007042,0.022142
Acceptable,0.827908,5,0.030245,0.786132,0.036028,0.014124,0.01561
Slightly Acceptable,0,3,0.196435,0.196438,0.302482,0.378353,0.060938
Slightly Acceptable,0,3,0.091985,0.173421,0.166543,0.149142,0.205111
Slightly Acceptable,0,3,0.218454,0.134696,0.136687,0.086364,0.096547
Slightly Acceptable,0,3,0.254028,0.133673,0.125341,0.062033,0.184397
Slightly Unacceptable,-0.4719,2,0.059942,0.255252,0.02845,0.430313,0.23304
Unacceptable,-0.59925,2,0.41856,0.012438,0.091315,0.210942,0.484756
Acceptable,0.593921,5,0.421791,0.231931,0.066681,0.031026,0.103825
Acceptable,0.742838,5,0.016248,0.881663,0.004567,0.00275,0.015329
Unacceptable,-0.950794,2,0.322926,0.016822,0.221959,0.123011,0.436612
Unacceptable,-0.965136,1,0.746425,0.051957,0.083255,0.189461,0.155365
Unacceptable,-0.798237,2,0.632924,0.008382,0.305494,0.1705,0.21689
Unacceptable,-0.62232,2,0.509217,0.024726,0.276378,0.126094,0.10964
Slightly Unacceptable,-0.277684,2,0.124454,0.539967,0.0161,0.069473,0.147696
Unacceptable,-0.858205,1,0.075273,0.110493,0.035474,0.191058,0.261152
Unacceptable,-0.831875,2,0.307237,0.023619,0.060228,0.473151,0.486824
Unacceptable,-0.922761,2,0.307237,0.023619,0.060228,0.473151,0.486824
Unacceptable,-0.872015,1,0.307237,0.023619,0.060228,0.473151,0.486824
Unacceptable,-0.951902,1,0.698883,0.009199,0.16853,0.279327,0.091123
Slightly Acceptable,0,3,0.070125,0.482176,0.054112,0.024542,0.133117
Acceptable,0.523808,5,0.024091,0.942159,0.017391,0.002792,0.009721
Acceptable,0.775116,5,0.028366,0.786374,0.101965,0.083333,0.010641
Slightly Acceptable,0,3,0.185296,0.077734,0.107024,0.175814,0.21417
Slightly Acceptable,0.23577,5,0.143469,0.122714,0.07364,0.056817,0.064511
Slightly Acceptable,0,5,0.081117,0.239702,0.032562,0.023287,0.050172
Slightly Acceptable,0.460617,5,0.196007,0.349083,0.272901,0.048844,0.048542
Acceptable,0.800473,5,0.009453,0.777383,0.032234,0.010192,0.020252
Slightly Acceptable,0,3,0.436113,0.128061,0.163773,0.078737,0.176914
Slightly Acceptable,0,3,0.158657,0.745754,0.033806,0.020332,0.027773
Acceptable,0.798247,5,0.013764,0.913538,0.017971,0.004251,0.035722
Slightly Unacceptable,-0.329222,2,0.049983,0.008559,0.935113,0.079105,0.05094
Unacceptable,-0.566916,2,0.131823,0.005256,0.073389,0.41988,0.688546
Acceptable,0.936667,5,0.135745,0.44358,0.048356,0.058387,0.058664
Unacceptable,-0.86308,2,0.67488,0.004435,0.090581,0.330719,0.219905
Slightly Acceptable,0,2,0.286017,0.084513,0.133202,0.100435,0.214789
Unacceptable,-0.831297,1,0.400223,0.002441,0.136382,0.278015,0.472684
Unacceptable,-0.830122,1,0.502541,0.004995,0.321668,0.182761,0.358954
Slightly Acceptable,0,5,0.097576,0.313331,0.006656,0.045452,0.020207
Slightly Acceptable,0,3,0.185311,0.03691,0.096337,0.132003,0.072465
Unacceptable,-0.925905,2,0.102904,0.266969,0.137279,0.108528,0.064793
Slightly Unacceptable,-0.344299,2,0.506091,0.066715,0.420729,0.050776,0.133583
Unacceptable,-0.945729,1,0.60001,0.022043,0.105132,0.188854,0.38964
Unacceptable,-0.56268,2,0.821074,0.000821,0.196243,0.160124,0.071385
Unacceptable,-0.841964,1,0.512583,0.049484,0.052544,0.325323,0.368209
Unacceptable,-0.856197,1,0.170007,0.118082,0.109526,0.080219,0.118164
Slightly Acceptable,0,5,0.093583,0.782514,0.055547,0.036231,0.022717
Slightly Acceptable,0,5,0.12606,0.727194,0.130303,0.018619,0.026836
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Slightly Acceptable,0,5,0.175326,0.679589,0.136297,0.02178,0.028176
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Slightly Acceptable,0,5,0.162705,0.699411,0.104762,0.014743,0.047042
Acceptable,0.689179,5,0.144808,0.683741,0.085014,0.026943,0.063534
Acceptable,0.636959,5,0.251156,0.467602,0.010961,0.098418,0.015793
Unacceptable,-0.979005,1,0.768823,0.014909,0.023172,0.146469,0.217818
Unacceptable,-0.993281,1,0.323027,0.000362,0.123121,0.398576,0.476405
Acceptable,0.643314,5,0.226285,0.166154,0.118884,0.184936,0.47867
Slightly Unacceptable,-0.347907,2,0.348679,0.045946,0.418798,0.241601,0.210672
Unacceptable,-0.796183,1,0.681958,0.015045,0.054251,0.324813,0.238514
Unacceptable,-0.968392,1,0.66427,0.013352,0.081283,0.239568,0.301882
Unacceptable,-0.627867,1,0.250666,0.114968,0.169581,0.099191,0.493959
Unacceptable,-0.648643,2,0.479929,0.125425,0.105364,0.247397,0.080683
Slightly Acceptable,0,5,0.069044,0.572635,0.11714,0.051587,0.019112
Unacceptable,-0.526544,2,0.298466,0.230404,0.180694,0.185265,0.137632
Slightly Unacceptable,-0.408188,3,0.371385,0.102122,0.141643,0.308564,0.325374
Unacceptable,-0.816515,3,0.145517,0.053703,0.309928,0.042698,0.22886
Slightly Acceptable,0.495598,5,0.107029,0.190019,0.141321,0.015977,0.060655
Slightly Unacceptable,-0.413899,2,0.091598,0.017307,0.195672,0.010665,0.130408
Unacceptable,-0.715811,1,0.52597,0.29479,0.116236,0.059779,0.038123
Slightly Unacceptable,-0.471952,3,0.28572,0.066701,0.373977,0.05755,0.412395
Unacceptable,-0.698035,2,0.332613,0.232943,0.08416,0.063687,0.16454
Slightly Unacceptable,-0.299168,2,0.35095,0.084545,0.133384,0.097616,0.107169
Slightly Acceptable,0,2,0.403282,0.02007,0.031671,0.459848,0.23398
Slightly Acceptable,0,5,0.036859,0.674936,0.013856,0.191318,0.143308
Unacceptable,-0.780041,2,0.127534,0.054593,0.069406,0.178612,0.143099
Slightly Unacceptable,-0.286106,2,0.427586,0.082351,0.051354,0.06948,0.182071
Slightly Unacceptable,-0.448949,3,0.435052,0.056931,0.115178,0.064176,0.132984
Slightly Acceptable,0,5,0.048773,0.44778,0.040819,0.028535,0.081914
Slightly Acceptable,0,5,0.049322,0.347179,0.052103,0.025994,0.403438
Unacceptable,-0.735893,2,0.132488,0.003693,0.215755,0.150244,0.617746
Acceptable,0.823372,5,0.288384,0.032876,0.303635,0.114034,0.030145
Unacceptable,-0.667498,1,0.054198,0.00061,0.067486,0.325032,0.372736
Slightly Acceptable,0,3,0.500994,0.047028,0.168014,0.111668,0.223073
Unacceptable,-0.964035,2,0.572866,0.009167,0.156114,0.213072,0.157579
Acceptable,0.604385,5,0.02016,0.246256,0.049913,0.130196,0.017312
Slightly Acceptable,0.4981,5,0.189046,0.216381,0.066597,0.177162,0.074813
Slightly Unacceptable,-0.480711,2,0.05177,0.000782,0.085217,0.235049,0.377938
Unacceptable,-0.594926,1,0.401487,0.021099,0.057119,0.048665,0.056663
Unacceptable,-0.568133,3,0.216092,0.125602,0.120035,0.231395,0.041896
Slightly Unacceptable,-0.266593,2,0.118899,0.640606,0.102751,0.065127,0.112592
Slightly Unacceptable,-0.211352,3,0.287377,0.011136,0.205875,0.106417,0.120229
Unacceptable,-0.771196,3,0.563475,0.015507,0.403282,0.274699,0.068803
Unacceptable,-0.953373,2,0.180525,0.003964,0.049968,0.498704,0.491878
Slightly Acceptable,0,3,0.152293,0.536904,0.048085,0.035779,0.067633
Slightly Acceptable,0,3,0.067686,0.111192,0.227314,0.208091,0.522945
Unacceptable,-0.751758,2,0.414789,0.121445,0.351194,0.175151,0.190395
Slightly Acceptable,0,3,0.214619,0.171682,0.047198,0.101461,0.071105
Unacceptable,-0.551225,2,0.137936,0.000687,0.160296,0.108715,0.203091
Slightly Acceptable,0,3,0.493109,0.103094,0.083311,0.130299,0.136248
Slightly Acceptable,0,3,0.410983,0.140207,0.178741,0.113406,0.111701
Unacceptable,-0.889473,2,0.13646,0.233122,0.520849,0.050899,0.169753
Slightly Acceptable,0,3,0.226504,0.151155,0.129904,0.104524,0.077374
Slightly Acceptable,0,3,0.101414,0.063781,0.037051,0.052051,0.075452
Slightly Acceptable,0,3,0.175896,0.271009,0.152905,0.081179,0.0758
Slightly Unacceptable,-0.338665,2,0.15582,0.029154,0.095906,0.268706,0.552801
Unacceptable,-0.860719,2,0.783904,0.069362,0.196213,0.036746,0.037717
Slightly Acceptable,0,5,0.117816,0.525418,0.109239,0.022955,0.188353
Slightly Acceptable,0,5,0.042218,0.337297,0.025065,0.535524,0.055598
Slightly Acceptable,0,3,0.03924,0.323709,0.029334,0.672174,0.022852
Slightly Acceptable,0,3,0.580365,0.203856,0.07626,0.053996,0.109718
Unacceptable,-0.933005,2,0.321732,0.06952,0.175841,0.225653,0.171129
Slightly Unacceptable,-0.21858,3,0.522069,0.088816,0.209623,0.341479,0.092448
Unacceptable,-0.8592,1,0.142443,0.028479,0.059594,0.064183,0.2173
Unacceptable,-0.660449,2,0.185277,0.206942,0.198856,0.061213,0.301053
Unacceptable,-0.666624,2,0.216752,0.006664,0.17069,0.194303,0.728336
Slightly Acceptable,0,3,0.06874,0.000178,0.17794,0.21594,0.28226
Unacceptable,-0.594185,2,0.069027,0.000661,0.104494,0.423155,0.378005
Slightly Acceptable,0.21305,3,0.318715,0.05142,0.260223,0.01872,0.039306
Slightly Acceptable,0,5,0.203665,0.436495,0.132784,0.047743,0.04088
Slightly Acceptable,0,2,0.15419,0.159851,0.093236,0.056649,0.070631
Slightly Unacceptable,-0.42699,1,0.506102,0.029965,0.08754,0.320454,0.288782
Slightly Unacceptable,-0.32481,2,0.22221,0.253611,0.090522,0.129194,0.104242
Unacceptable,-0.8493,1,0.187395,0.120653,0.071844,0.168188,0.070854
Slightly Acceptable,0,3,0.031797,0.058257,0.066402,0.017388,0.115309
Unacceptable,-0.67458,1,0.042477,0.12188,0.103024,0.025366,0.180444
Slightly Acceptable,0,1,0.566201,0.083888,0.204179,0.156321,0.14329
Unacceptable,-0.542146,1,0.17654,0.024305,0.108648,0.742509,0.258223
Unacceptable,-0.837009,2,0.673317,0.091075,0.105426,0.124621,0.177993
Unacceptable,-0.561279,2,0.631251,0.036212,0.195384,0.110973,0.020341
Slightly Acceptable,0,3,0.153431,0.128833,0.027712,0.067611,0.075388
Unacceptable,-0.859012,1,0.530568,0.008213,0.454964,0.072206,0.124637
Unacceptable,-0.840603,2,0.243661,0.110816,0.261521,0.178388,0.241647
Acceptable,0.54934,5,0.029406,0.311187,0.039797,0.152989,0.024721
Slightly Acceptable,0,1,0.783006,0.046655,0.135135,0.070579,0.107824
Slightly Acceptable,0,1,0.554169,0.034495,0.062928,0.046043,0.410711
Unacceptable,-0.748974,2,0.311488,0.043725,0.014625,0.097937,0.025857
Unacceptable,-0.625885,2,0.585115,0.003479,0.097321,0.182133,0.417324
Slightly Acceptable,0,2,0.222969,0.074232,0.058608,0.333962,0.078203
Acceptable,0.864086,5,0.287177,0.058032,0.071089,0.678623,0.141968
Slightly Acceptable,0.497639,5,0.147338,0.40727,0.194914,0.015038,0.109578
Unacceptable,-0.790917,2,0.797875,0.0081,0.167199,0.125697,0.162148
Slightly Acceptable,0,2,0.075442,0.022388,0.087241,0.628051,0.412119
Slightly Acceptable,0,3,0.213199,0.044512,0.27169,0.457026,0.091889
Slightly Acceptable,0,3,0.06311,0.427871,0.138635,0.041238,0.135302
Slightly Unacceptable,-0.204283,2,0.417932,0.023878,0.177751,0.364517,0.284976
Unacceptable,-0.608222,2,0.644901,0.121573,0.196584,0.078629,0.199481
Unacceptable,-0.740676,2,0.644666,0.04074,0.267854,0.180917,0.063886
Unacceptable,-0.768817,2,0.462709,0.058544,0.239854,0.218234,0.310253
Slightly Unacceptable,-0.322685,1,0.508446,0.057444,0.120522,0.461318,0.153403
